"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL3682573";"";"None";"509.59";"2";"5.70";"BDBM151660";"Cc1c(N(Cc2ccc(-c3ccccc3)nc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12";"IC50";"'='";"95.0";"nM";"7.02";"";"291720";"UO_0000065";"13.78";"0.26";"1.32";"6.99";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3682589";"ELISMETREP";"2.0";"542.54";"2";"6.10";"BDBM151677";"O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc3ccccc3c2C2CC2)cc1";"IC50";"'='";"0.9";"nM";"9.05";"";"291737";"UO_0000065";"16.67";"0.33";"2.95";"9.34";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3682604";"";"None";"473.51";"0";"4.78";"BDBM151692";"Cc1c(N(Cc2nc3ccccc3o2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12";"IC50";"'='";"195.0";"nM";"6.71";"";"291752";"UO_0000065";"14.17";"0.27";"1.93";"5.91";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3682606";"";"None";"595.39";"2";"6.30";"BDBM151694";"Cc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)nc(Br)c2ccccc12";"IC50";"'='";"15.0";"nM";"7.82";"";"291754";"UO_0000065";"13.14";"0.29";"1.52";"8.08";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3682617";"";"None";"572.92";"2";"6.19";"BDBM151705";"Cc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)nc2ccccc2c1Cl.[Na+]";"IC50";"'='";"81.0";"nM";"7.09";"";"291765";"UO_0000065";"12.87";"0.26";"0.90";"7.33";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3687329";"";"None";"539.47";"1";"4.93";"BDBM151721";"Cc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)[O-])cc2)ncc2ncccc12.[Na+]";"IC50";"'='";"339.0";"nM";"6.47";"";"291781";"UO_0000065";"12.50";"0.25";"1.54";"5.90";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3687338";"";"None";"541.99";"2";"5.78";"BDBM151730";"Cc1c(N(Cc2cc3cccc(Cl)c3n2C)S(=O)(=O)c2ccc(C(=O)[O-])cc2)ncc2ccccc12.[Na+]";"IC50";"'='";"12.0";"nM";"7.92";"";"291790";"UO_0000065";"15.23";"0.30";"2.14";"8.56";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
"CHEMBL1085102";"";"None";"251.28";"0";"3.13";"6";"COC(=O)c1cccc2c1Cc1ccccc1N=C2";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL1259379";"Agonist activity at TRPM8";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255565";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";""
"CHEMBL4065256";"";"None";"416.51";"1";"5.08";"20, ery:thr 60:40";"C=CCc1cc(OC)c(OC(C)C(OC(C)C)c2ccc(O)c(OC)c2)c(OC)c1";"EC50";"'='";"82.0";"nM";"7.09";"";"";"UO_0000065";"17.01";"0.32";"2.01";"10.68";"0";"CHEMBL4058252";"Agonist activity at full length recombinant human TRPM8 expressed in HEK293 cells assessed as increase in intracellular Ca2+ level pre-incubated for 5 mins by Fluo4-AM dye-based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052790";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"CHEMBL3307715";"";"";""
"CHEMBL463097";"";"None";"388.46";"0";"3.95";"14ab";"C=CCc1cc(OC)c(O[C@H](C)[C@@H](O)c2ccc(OC)c(OC)c2)c(OC)c1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4058252";"Agonist activity at full length recombinant human TRPM8 expressed in HEK293 cells assessed as increase in intracellular Ca2+ level pre-incubated for 5 mins by Fluo4-AM dye-based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052790";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"CHEMBL3307715";"";"";""
"CHEMBL4084423";"";"None";"402.49";"0";"4.69";"1aa";"C=CCc1cc(OC)c(O[C@@H](C)[C@H](OCC)c2ccc(O)c(OC)c2)c(OC)c1";"EC50";"'='";"1130.0";"nM";"5.95";"";"";"UO_0000065";"14.78";"0.28";"1.26";"8.96";"0";"CHEMBL4058252";"Agonist activity at full length recombinant human TRPM8 expressed in HEK293 cells assessed as increase in intracellular Ca2+ level pre-incubated for 5 mins by Fluo4-AM dye-based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052790";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"CHEMBL3307715";"";"";""
"CHEMBL256087";"MENTHOL";"4.0";"156.27";"0";"2.44";"Menthol";"CC1CCC(C(C)C)C(O)C1";"EC50";"'='";"38800.0";"nM";"4.41";"";"";"UO_0000065";"28.23";"0.55";"1.97";"21.81";"0";"CHEMBL1243611";"Activity at human TRPM8 R862A mutant expressed in HEK293 cells assessed as compound concentration causing leftward shift of voltage for half maximal activation";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"Q7Z2W7";"R862A";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240324";"1";"Scientific Literature";"Nat Chem Biol";"2007";"CHEMBL3307715";"";"";""
"CHEMBL275628";"";"None";"178.21";"0";"1.81";"21";"NCCc1c[nH]c2ccc(F)cc12";"IC50";"'='";"13100.0";"nM";"4.88";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1292428";"Antagonist activity at human TRPM8 receptor expressed in human T-REx-293 cells assessed as inhibition of icilin-induced 45calcium influx treated 5 mins before icilin challenge measured after 5 mins";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1287687";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3307715";"";"";""
"CHEMBL3971179";"";"None";"394.42";"0";"4.39";"KPR-2579";"C[C@H](c1cc(F)cc(F)c1)N(C(=O)c1ccccc1)[C@@H](C(N)=O)c1ccccc1";"IC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"17.99";"0.33";"2.71";"11.19";"1";"CHEMBL4688478";"Antagonist activity at human TRPM8 transfected in HEK293T cells assessed as reduction in menthol-induced calcium influx measured after 60 mins by Fluo-4 AM dye based fluorescence analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680310";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 1.0 hr";"ANTAGONIST";""
"CHEMBL4460424";"";"None";"343.38";"0";"4.56";"21";"O=C(Nc1ccccc1C(=O)O)/C(=C/c1ccccc1)c1ccccc1";"Activity";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4347278";"Antagonist activity at human TRPM8 expressed in HEK293 cells assessed as increase in calcium influx at 100 uM incubated for 10 mins prior to WS5 challenge by Fluo-4-AM dye based fluorescence assay relative to WS5";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4346663";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307715";"";"";""
"CHEMBL4554194";"";"None";"349.31";"0";"4.14";"3a";"COC(=O)c1ccccc1NC(=O)/C=C/c1ccc(C(F)(F)F)cc1";"Activity";"'='";"81.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4347283";"Antagonist activity at human TRPM8 expressed in HEK293 cells assessed as increase in calcium influx at 3 uM incubated for 10 mins prior to WS5 challenge by Fluo-4-AM dye based fluorescence assay relative to WS5";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4346663";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307715";"";"";""
"CHEMBL4067932";"";"None";"343.49";"0";"4.80";"15";"Cc1ccc(OCC(=O)N(Cc2cccs2)C2CCCCC2)cc1";"Ratio EC50";"'='";"0.1";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4056646";"Potency index, ratio of WS-3 EC50 to compound EC50 for human TRPM8 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052716";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";""
"CHEMBL4071703";"";"None";"301.41";"0";"3.63";"17";"Cc1ccc(OCC(=O)N(Cc2cccs2)C2CC2)cc1";"Ratio EC50";"'='";"577.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4056646";"Potency index, ratio of WS-3 EC50 to compound EC50 for human TRPM8 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052716";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";""
"CHEMBL4064027";"";"None";"305.40";"0";"2.46";"21";"Cc1ccc(OCC(=O)N(CCO)Cc2cccs2)cc1";"EC50";"'='";"900.0";"nM";"6.05";"";"";"UO_0000065";"19.80";"0.39";"3.59";"12.15";"0";"CHEMBL4056645";"Agonist activity at human TRPM8 expressed in HEK293 cells assessed as increase in intracellular calcium level after 15 mins by Fluo-3-AM dye-based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052716";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307715";"";"";""
"CHEMBL4073663";"";"None";"317.45";"0";"4.12";"24";"Cc1ccc(OCC(=O)N(Cc2cccs2)CC(C)C)cc1";"EC50";"'='";"900.0";"nM";"6.05";"";"";"UO_0000065";"19.04";"0.38";"1.93";"20.47";"0";"CHEMBL4056645";"Agonist activity at human TRPM8 expressed in HEK293 cells assessed as increase in intracellular calcium level after 15 mins by Fluo-3-AM dye-based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052716";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307715";"";"";""
"CHEMBL4083043";"";"None";"286.38";"0";"2.76";"78";"CCN(Cc1cccn1C)C(=O)COc1ccc(C)cc1";"EC50";"'='";"21305.0";"nM";"4.67";"";"";"UO_0000065";"16.31";"0.30";"1.91";"13.55";"0";"CHEMBL4056645";"Agonist activity at human TRPM8 expressed in HEK293 cells assessed as increase in intracellular calcium level after 15 mins by Fluo-3-AM dye-based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052716";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307715";"";"";""
"CHEMBL4089781";"";"None";"341.44";"0";"3.40";"37";"Cc1ccc(OCC(=O)N(Cc2cccs2)c2ccnn2C)cc1";"Ratio EC50";"'='";"14.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4056646";"Potency index, ratio of WS-3 EC50 to compound EC50 for human TRPM8 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052716";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";""
"CHEMBL4099411";"";"None";"341.44";"0";"3.40";"42";"Cc1ccc(OCC(=O)N(Cc2cccs2)c2ccn(C)n2)cc1";"Ratio EC50";"'='";"13.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4056646";"Potency index, ratio of WS-3 EC50 to compound EC50 for human TRPM8 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052716";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";""
